# Fault-code wording of our own, for the codes SAE J2012 defines.
#
# Three tab-separated columns: the code, then Ukrainian, then Russian. The
# text is written from what the standard code means, not translated from any
# manufacturer's phrasing, so nothing in this file is derived from SDD. The
# English a user sees still comes from the loaded library; these two columns
# are what the interface shows when it is set to Ukrainian or Russian, and
# the original English stays beside them and in every report.
#
# Only codes the standard defines belong here — the generic ranges P0, P2,
# P34-P39, U0, B0, C0. A manufacturer-specific code's wording is the
# manufacturer's text and is never carried in this repository.
#
# Lines starting with # are ignored. Codes must be unique and sorted.
P0109	Коло датчика абсолютного тиску в колекторі, переривчастий сигнал	Цепь датчика абсолютного давления в коллекторе, прерывистый сигнал
P010A	Коло витратоміра повітря B	Цепь расходомера воздуха B
P010B	Витратомір повітря B, діапазон або робота	Расходомер воздуха B, диапазон или работа
P010C	Коло витратоміра повітря B, низький рівень	Цепь расходомера воздуха B, низкий уровень
P010D	Коло витратоміра повітря B, високий рівень	Цепь расходомера воздуха B, высокий уровень
P010E	Коло витратоміра повітря B, переривчастий сигнал	Цепь расходомера воздуха B, прерывистый сигнал
P010F	Невідповідність витратомірів повітря A і B	Несоответствие расходомеров воздуха A и B
P0110	Коло датчика температури повітря на впуску	Цепь датчика температуры воздуха на впуске
P0111	Датчик температури повітря на впуску, діапазон або робота	Датчик температуры воздуха на впуске, диапазон или работа
P0112	Коло датчика температури повітря на впуску, низький рівень сигналу	Цепь датчика температуры воздуха на впуске, низкий уровень сигнала
P0113	Коло датчика температури повітря на впуску, високий рівень сигналу	Цепь датчика температуры воздуха на впуске, высокий уровень сигнала
P0114	Коло датчика температури повітря на впуску, переривчастий сигнал	Цепь датчика температуры воздуха на впуске, прерывистый сигнал
P0115	Коло датчика температури охолоджувальної рідини	Цепь датчика температуры охлаждающей жидкости
P0116	Датчик температури охолоджувальної рідини, діапазон або робота	Датчик температуры охлаждающей жидкости, диапазон или работа
P0117	Коло датчика температури охолоджувальної рідини, низький рівень сигналу	Цепь датчика температуры охлаждающей жидкости, низкий уровень сигнала
P0118	Коло датчика температури охолоджувальної рідини, високий рівень сигналу	Цепь датчика температуры охлаждающей жидкости, высокий уровень сигнала
P0119	Коло датчика температури охолоджувальної рідини, переривчастий сигнал	Цепь датчика температуры охлаждающей жидкости, прерывистый сигнал
P011C	Невідповідність температури наддувного повітря й повітря на впуску (ряд 1)	Несоответствие температуры наддувочного воздуха и воздуха на впуске (ряд 1)
P011D	Невідповідність температури наддувного повітря й повітря на впуску (ряд 2)	Несоответствие температуры наддувочного воздуха и воздуха на впуске (ряд 2)
P0120	Коло датчика положення дросельної заслінки A	Цепь датчика положения дроссельной заслонки A
P0121	Датчик положення дросельної заслінки, діапазон або робота	Датчик положения дроссельной заслонки, диапазон или работа
P0122	Коло датчика положення дросельної заслінки A, низький рівень сигналу	Цепь датчика положения дроссельной заслонки A, низкий уровень сигнала
P0123	Коло датчика положення дросельної заслінки A, високий рівень сигналу	Цепь датчика положения дроссельной заслонки A, высокий уровень сигнала
P0124	Коло датчика положення дросельної заслінки A, переривчастий сигнал	Цепь датчика положения дроссельной заслонки A, прерывистый сигнал
P0125	Температури охолоджувальної рідини недостатньо для замкненого контуру паливоподачі	Температуры охлаждающей жидкости недостаточно для замкнутого контура топливоподачи
P0126	Температури охолоджувальної рідини недостатньо для стабільної роботи	Температуры охлаждающей жидкости недостаточно для стабильной работы
P0128	Термостат: температура охолоджувальної рідини нижча за робочу	Термостат: температура охлаждающей жидкости ниже рабочей
P012B	Датчик тиску на вході турбіни, діапазон або робота	Датчик давления на входе турбины, диапазон или работа
P0130	Коло кисневого датчика (ряд 1, датчик 1)	Цепь кислородного датчика (ряд 1, датчик 1)
P0131	Коло кисневого датчика, низька напруга (ряд 1, датчик 1)	Цепь кислородного датчика, низкое напряжение (ряд 1, датчик 1)
P0132	Коло кисневого датчика, висока напруга (ряд 1, датчик 1)	Цепь кислородного датчика, высокое напряжение (ряд 1, датчик 1)
P0133	Кисневий датчик реагує повільно (ряд 1, датчик 1)	Кислородный датчик реагирует медленно (ряд 1, датчик 1)
P0134	Немає сигналу кисневого датчика (ряд 1, датчик 1)	Нет сигнала кислородного датчика (ряд 1, датчик 1)
P0135	Коло підігрівача кисневого датчика (ряд 1, датчик 1)	Цепь подогревателя кислородного датчика (ряд 1, датчик 1)
P0136	Коло кисневого датчика (ряд 1, датчик 2)	Цепь кислородного датчика (ряд 1, датчик 2)
P0137	Коло кисневого датчика, низька напруга (ряд 1, датчик 2)	Цепь кислородного датчика, низкое напряжение (ряд 1, датчик 2)
P0138	Коло кисневого датчика, висока напруга (ряд 1, датчик 2)	Цепь кислородного датчика, высокое напряжение (ряд 1, датчик 2)
P0139	Кисневий датчик реагує повільно (ряд 1, датчик 2)	Кислородный датчик реагирует медленно (ряд 1, датчик 2)
P013A	Кисневий датчик повільно реагує на збіднення (ряд 1, датчик 2)	Кислородный датчик медленно реагирует на обеднение (ряд 1, датчик 2)
P013C	Кисневий датчик повільно реагує на збіднення (ряд 2, датчик 2)	Кислородный датчик медленно реагирует на обеднение (ряд 2, датчик 2)
P013E	Кисневий датчик реагує на збіднення із затримкою (ряд 1, датчик 2)	Кислородный датчик реагирует на обеднение с задержкой (ряд 1, датчик 2)
P0140	Немає сигналу кисневого датчика (ряд 1, датчик 2)	Нет сигнала кислородного датчика (ряд 1, датчик 2)
P0141	Коло підігрівача кисневого датчика (ряд 1, датчик 2)	Цепь подогревателя кислородного датчика (ряд 1, датчик 2)
P0142	Коло кисневого датчика (ряд 1, датчик 3)	Цепь кислородного датчика (ряд 1, датчик 3)
P0143	Коло кисневого датчика, низька напруга (ряд 1, датчик 3)	Цепь кислородного датчика, низкое напряжение (ряд 1, датчик 3)
P0144	Коло кисневого датчика, висока напруга (ряд 1, датчик 3)	Цепь кислородного датчика, высокое напряжение (ряд 1, датчик 3)
P0145	Кисневий датчик реагує повільно (ряд 1, датчик 3)	Кислородный датчик реагирует медленно (ряд 1, датчик 3)
P0146	Немає сигналу кисневого датчика (ряд 1, датчик 3)	Нет сигнала кислородного датчика (ряд 1, датчик 3)
P0147	Коло підігрівача кисневого датчика (ряд 1, датчик 3)	Цепь подогревателя кислородного датчика (ряд 1, датчик 3)
P0148	Помилка подачі пального	Ошибка подачи топлива
P0149	Помилка моменту впорскування	Ошибка момента впрыска
P014A	Кисневий датчик реагує на збіднення із затримкою (ряд 2, датчик 2)	Кислородный датчик реагирует на обеднение с задержкой (ряд 2, датчик 2)
P014C	Кисневий датчик повільно реагує на збіднення (ряд 1, датчик 1)	Кислородный датчик медленно реагирует на обеднение (ряд 1, датчик 1)
P014D	Кисневий датчик повільно реагує на збагачення (ряд 1, датчик 1)	Кислородный датчик медленно реагирует на обогащение (ряд 1, датчик 1)
P0150	Коло кисневого датчика (ряд 2, датчик 1)	Цепь кислородного датчика (ряд 2, датчик 1)
P0151	Коло кисневого датчика, низька напруга (ряд 2, датчик 1)	Цепь кислородного датчика, низкое напряжение (ряд 2, датчик 1)
P0152	Коло кисневого датчика, висока напруга (ряд 2, датчик 1)	Цепь кислородного датчика, высокое напряжение (ряд 2, датчик 1)
P0153	Кисневий датчик реагує повільно (ряд 2, датчик 1)	Кислородный датчик реагирует медленно (ряд 2, датчик 1)
P0154	Немає сигналу кисневого датчика (ряд 2, датчик 1)	Нет сигнала кислородного датчика (ряд 2, датчик 1)
P0155	Коло підігрівача кисневого датчика (ряд 2, датчик 1)	Цепь подогревателя кислородного датчика (ряд 2, датчик 1)
P0156	Коло кисневого датчика (ряд 2, датчик 2)	Цепь кислородного датчика (ряд 2, датчик 2)
P0157	Коло кисневого датчика, низька напруга (ряд 2, датчик 2)	Цепь кислородного датчика, низкое напряжение (ряд 2, датчик 2)
P0158	Коло кисневого датчика, висока напруга (ряд 2, датчик 2)	Цепь кислородного датчика, высокое напряжение (ряд 2, датчик 2)
P0159	Кисневий датчик реагує повільно (ряд 2, датчик 2)	Кислородный датчик реагирует медленно (ряд 2, датчик 2)
P0160	Немає сигналу кисневого датчика (ряд 2, датчик 2)	Нет сигнала кислородного датчика (ряд 2, датчик 2)
P0161	Коло підігрівача кисневого датчика (ряд 2, датчик 2)	Цепь подогревателя кислородного датчика (ряд 2, датчик 2)
P0162	Коло кисневого датчика (ряд 2, датчик 3)	Цепь кислородного датчика (ряд 2, датчик 3)
P0163	Коло кисневого датчика, низька напруга (ряд 2, датчик 3)	Цепь кислородного датчика, низкое напряжение (ряд 2, датчик 3)
P0164	Коло кисневого датчика, висока напруга (ряд 2, датчик 3)	Цепь кислородного датчика, высокое напряжение (ряд 2, датчик 3)
P0165	Кисневий датчик реагує повільно (ряд 2, датчик 3)	Кислородный датчик реагирует медленно (ряд 2, датчик 3)
P0166	Немає сигналу кисневого датчика (ряд 2, датчик 3)	Нет сигнала кислородного датчика (ряд 2, датчик 3)
P0167	Коло підігрівача кисневого датчика (ряд 2, датчик 3)	Цепь подогревателя кислородного датчика (ряд 2, датчик 3)
P0169	Неправильний склад паливної суміші	Неправильный состав топливной смеси
P016D	Надто довгий вхід у замкнений контур керування тиском пального	Слишком долгий вход в замкнутый контур управления давлением топлива
P0170	Корекція паливної суміші (ряд 1)	Коррекция топливной смеси (ряд 1)
P0171	Надто бідна суміш (ряд 1)	Слишком бедная смесь (ряд 1)
P0172	Надто багата суміш (ряд 1)	Слишком богатая смесь (ряд 1)
P0173	Корекція паливної суміші (ряд 2)	Коррекция топливной смеси (ряд 2)
P0174	Надто бідна суміш (ряд 2)	Слишком бедная смесь (ряд 2)
P0175	Надто багата суміш (ряд 2)	Слишком богатая смесь (ряд 2)
P0177	Датчик складу пального, діапазон або робота	Датчик состава топлива, диапазон или работа
P0178	Коло датчика складу пального, низький рівень	Цепь датчика состава топлива, низкий уровень
P017A	Коло датчика температури головки блока циліндрів	Цепь датчика температуры головки блока цилиндров
P017B	Датчик температури головки блока циліндрів, діапазон або робота	Датчик температуры головки блока цилиндров, диапазон или работа
P017C	Коло датчика температури головки блока циліндрів, низький рівень	Цепь датчика температуры головки блока цилиндров, низкий уровень
P017D	Коло датчика температури головки блока циліндрів, високий рівень	Цепь датчика температуры головки блока цилиндров, высокий уровень
P0180	Коло датчика температури пального A	Цепь датчика температуры топлива A
P0181	Датчик температури пального A, діапазон або робота	Датчик температуры топлива A, диапазон или работа
P0182	Коло датчика температури пального A, низький рівень сигналу	Цепь датчика температуры топлива A, низкий уровень сигнала
P0183	Коло датчика температури пального A, високий рівень сигналу	Цепь датчика температуры топлива A, высокий уровень сигнала
P0184	Коло датчика температури пального A, переривчастий сигнал	Цепь датчика температуры топлива A, прерывистый сигнал
P0186	Датчик температури пального B, діапазон або робота	Датчик температуры топлива B, диапазон или работа
P018B	Датчик тиску пального B, діапазон або робота	Датчик давления топлива B, диапазон или работа
P0190	Датчик тиску в паливній рампі	Датчик давления в топливной рампе
P0191	Датчик тиску в паливній рампі, діапазон або робота	Датчик давления в топливной рампе, диапазон или работа
P0192	Коло датчика тиску в паливній рампі, низький рівень сигналу	Цепь датчика давления в топливной рампе, низкий уровень сигнала
P0193	Коло датчика тиску в паливній рампі, високий рівень сигналу	Цепь датчика давления в топливной рампе, высокий уровень сигнала
P0194	Коло датчика тиску в паливній рампі, переривчастий сигнал	Цепь датчика давления в топливной рампе, прерывистый сигнал
P0195	Коло датчика температури моторної оливи	Цепь датчика температуры моторного масла
P0196	Датчик температури моторної оливи, діапазон або робота	Датчик температуры моторного масла, диапазон или работа
P0197	Коло датчика температури моторної оливи, низький рівень сигналу	Цепь датчика температуры моторного масла, низкий уровень сигнала
P0198	Коло датчика температури моторної оливи, високий рівень сигналу	Цепь датчика температуры моторного масла, высокий уровень сигнала
P0199	Коло датчика температури моторної оливи, переривчастий сигнал	Цепь датчика температуры моторного масла, прерывистый сигнал
P0200	Коло форсунок	Цепь форсунок
P0201	Коло форсунки циліндра 1	Цепь форсунки цилиндра 1
P0202	Коло форсунки циліндра 2	Цепь форсунки цилиндра 2
P0203	Коло форсунки циліндра 3	Цепь форсунки цилиндра 3
P0204	Коло форсунки циліндра 4	Цепь форсунки цилиндра 4
P0205	Коло форсунки циліндра 5	Цепь форсунки цилиндра 5
P0206	Коло форсунки циліндра 6	Цепь форсунки цилиндра 6
P0207	Коло форсунки циліндра 7	Цепь форсунки цилиндра 7
P0208	Коло форсунки циліндра 8	Цепь форсунки цилиндра 8
P020A	Момент упорскування, циліндр 1	Момент впрыска, цилиндр 1
P020B	Момент упорскування, циліндр 2	Момент впрыска, цилиндр 2
P020C	Момент упорскування, циліндр 3	Момент впрыска, цилиндр 3
P020D	Момент упорскування, циліндр 4	Момент впрыска, цилиндр 4
P020E	Момент упорскування, циліндр 5	Момент впрыска, цилиндр 5
P020F	Момент упорскування, циліндр 6	Момент впрыска, цилиндр 6
P0216	Коло керування моментом упорскування	Цепь управления моментом впрыска
P0218	Перегрів робочої рідини коробки передач	Перегрев рабочей жидкости коробки передач
P0219	Перевищення обертів двигуна	Превышение оборотов двигателя
P021A	Момент упорскування, циліндр 7	Момент впрыска, цилиндр 7
P021B	Момент упорскування, циліндр 8	Момент впрыска, цилиндр 8
P0220	Коло датчика положення дросельної заслінки B	Цепь датчика положения дроссельной заслонки B
P0221	Датчик положення дросельної заслінки B, діапазон або робота	Датчик положения дроссельной заслонки B, диапазон или работа
P0222	Коло датчика положення дросельної заслінки B, низький рівень сигналу	Цепь датчика положения дроссельной заслонки B, низкий уровень сигнала
P0223	Коло датчика положення дросельної заслінки B, високий рівень сигналу	Цепь датчика положения дроссельной заслонки B, высокий уровень сигнала
P0224	Коло датчика положення дросельної заслінки B, переривчастий сигнал	Цепь датчика положения дроссельной заслонки B, прерывистый сигнал
P0226	Коло датчика положення педалі акселератора C	Цепь датчика положения педали акселератора C
P0227	Коло датчика положення педалі акселератора C, низький рівень сигналу	Цепь датчика положения педали акселератора C, низкий уровень сигнала
P0228	Коло датчика положення педалі акселератора C, високий рівень сигналу	Цепь датчика положения педали акселератора C, высокий уровень сигнала
P0229	Коло датчика положення педалі акселератора C, переривчастий сигнал	Цепь датчика положения педали акселератора C, прерывистый сигнал
P022A	Коло керування перепуском інтеркулера A розімкнене	Цепь управления перепуском интеркулера A разомкнута
P022B	Коло керування перепуском інтеркулера A, низький рівень	Цепь управления перепуском интеркулера A, низкий уровень
P022C	Коло керування перепуском інтеркулера A, високий рівень	Цепь управления перепуском интеркулера A, высокий уровень
P0230	Первинне коло паливного насоса	Первичная цепь топливного насоса
P0231	Вторинне коло паливного насоса A, низький рівень	Вторичная цепь топливного насоса A, низкий уровень
P0232	Вторинне коло паливного насоса A, високий рівень	Вторичная цепь топливного насоса A, высокий уровень
P0234	Перевищення тиску наддуву	Превышение давления наддува
P0235	Коло датчика тиску наддуву	Цепь датчика давления наддува
P0236	Датчик тиску наддуву A, діапазон або робота	Датчик давления наддува A, диапазон или работа
P0237	Коло датчика тиску наддуву A, низький рівень сигналу	Цепь датчика давления наддува A, низкий уровень сигнала
P0238	Коло датчика тиску наддуву A, високий рівень сигналу	Цепь датчика давления наддува A, высокий уровень сигнала
P0239	Коло датчика тиску наддуву B	Цепь датчика давления наддува B
P023B	Коло керування насосом охолодження інтеркулера, низький рівень	Цепь управления насосом охлаждения интеркулера, низкий уровень
P023C	Коло керування насосом охолодження інтеркулера, високий рівень	Цепь управления насосом охлаждения интеркулера, высокий уровень
P023D	Невідповідність тиску в колекторі й датчика наддуву A	Несоответствие давления в коллекторе и датчика наддува A
P023E	Невідповідність тиску в колекторі й датчика наддуву B	Несоответствие давления в коллекторе и датчика наддува B
P0240	Датчик тиску наддуву B, діапазон або робота	Датчик давления наддува B, диапазон или работа
P0241	Коло датчика тиску наддуву B, низький рівень	Цепь датчика давления наддува B, низкий уровень
P0242	Коло датчика тиску наддуву B, високий рівень	Цепь датчика давления наддува B, высокий уровень
P0243	Коло приводу змінної геометрії турбіни	Цепь привода изменяемой геометрии турбины
P024B	Датчик температури каталізатора, діапазон або робота (ряд 1, датчик 2)	Датчик температуры катализатора, диапазон или работа (ряд 1, датчик 2)
P0251	Керування дозуванням палива насоса високого тиску A	Управление дозированием топлива насоса высокого давления A
P0252	Керування дозуванням палива насоса A, діапазон або робота	Управление дозированием топлива насоса A, диапазон или работа
P0253	Керування дозуванням палива насоса A, низький рівень	Управление дозированием топлива насоса A, низкий уровень
P0254	Керування дозуванням палива насоса A, високий рівень	Управление дозированием топлива насоса A, высокий уровень
P0256	Керування дозуванням палива насоса високого тиску B	Управление дозированием топлива насоса высокого давления B
P0257	Керування дозуванням палива насоса B, діапазон або робота	Управление дозированием топлива насоса B, диапазон или работа
P0258	Керування дозуванням палива насоса B, низький рівень	Управление дозированием топлива насоса B, низкий уровень
P0259	Керування дозуванням палива насоса B, високий рівень	Управление дозированием топлива насоса B, высокий уровень
P025A	Коло блока керування паливним насосом розімкнене	Цепь блока управления топливным насосом разомкнута
P025C	Коло блока керування паливним насосом, низький рівень	Цепь блока управления топливным насосом, низкий уровень
P025D	Коло блока керування паливним насосом, високий рівень	Цепь блока управления топливным насосом, высокий уровень
P0261	Коло форсунки циліндра 1, низький рівень	Цепь форсунки цилиндра 1, низкий уровень
P0262	Коло форсунки циліндра 1, високий рівень	Цепь форсунки цилиндра 1, высокий уровень
P0263	Внесок або баланс циліндра 1	Вклад или баланс цилиндра 1
P0264	Коло форсунки циліндра 2, низький рівень	Цепь форсунки цилиндра 2, низкий уровень
P0265	Коло форсунки циліндра 2, високий рівень	Цепь форсунки цилиндра 2, высокий уровень
P0266	Внесок або баланс циліндра 2	Вклад или баланс цилиндра 2
P0267	Коло форсунки циліндра 3, низький рівень	Цепь форсунки цилиндра 3, низкий уровень
P0268	Коло форсунки циліндра 3, високий рівень	Цепь форсунки цилиндра 3, высокий уровень
P0269	Внесок або баланс циліндра 3	Вклад или баланс цилиндра 3
P026A	Ефективність інтеркулера нижча за поріг	Эффективность интеркулера ниже порога
P026B	Робота моменту упорскування	Работа момента впрыска
P026C	Подача пального менша за очікувану	Подача топлива меньше ожидаемой
P026D	Подача пального більша за очікувану	Подача топлива больше ожидаемой
P026E	Робота електричного насоса охолодження інтеркулера	Работа электрического насоса охлаждения интеркулера
P0270	Коло форсунки циліндра 4, низький рівень	Цепь форсунки цилиндра 4, низкий уровень
P0271	Коло форсунки циліндра 4, високий рівень	Цепь форсунки цилиндра 4, высокий уровень
P0272	Внесок або баланс циліндра 4	Вклад или баланс цилиндра 4
P0273	Коло форсунки циліндра 5, низький рівень	Цепь форсунки цилиндра 5, низкий уровень
P0274	Коло форсунки циліндра 5, високий рівень	Цепь форсунки цилиндра 5, высокий уровень
P0275	Внесок або баланс циліндра 5	Вклад или баланс цилиндра 5
P0276	Коло форсунки циліндра 6, низький рівень	Цепь форсунки цилиндра 6, низкий уровень
P0277	Коло форсунки циліндра 6, високий рівень	Цепь форсунки цилиндра 6, высокий уровень
P0278	Внесок або баланс циліндра 6	Вклад или баланс цилиндра 6
P0279	Коло форсунки циліндра 7, низький рівень	Цепь форсунки цилиндра 7, низкий уровень
P0280	Коло форсунки циліндра 7, високий рівень	Цепь форсунки цилиндра 7, высокий уровень
P0282	Коло форсунки циліндра 8, низький рівень	Цепь форсунки цилиндра 8, низкий уровень
P0283	Коло форсунки циліндра 8, високий рівень	Цепь форсунки цилиндра 8, высокий уровень
P0299	Недостатній тиск наддуву	Недостаточное давление наддува
P029A	Баланс циліндра 1: корекція палива на верхній межі	Баланс цилиндра 1: коррекция топлива на верхнем пределе
P029B	Баланс циліндра 1: корекція палива на нижній межі	Баланс цилиндра 1: коррекция топлива на нижнем пределе
P029C	Баланс циліндра 1: форсунка засмічена	Баланс цилиндра 1: форсунка засорена
P029D	Баланс циліндра 1: форсунка протікає	Баланс цилиндра 1: форсунка протекает
P029E	Баланс циліндра 2: корекція палива на верхній межі	Баланс цилиндра 2: коррекция топлива на верхнем пределе
P029F	Баланс циліндра 2: корекція палива на нижній межі	Баланс цилиндра 2: коррекция топлива на нижнем пределе
P02A0	Баланс циліндра 2: форсунка засмічена	Баланс цилиндра 2: форсунка засорена
P02A1	Баланс циліндра 2: форсунка протікає	Баланс цилиндра 2: форсунка протекает
P02A2	Баланс циліндра 3: корекція палива на верхній межі	Баланс цилиндра 3: коррекция топлива на верхнем пределе
P02A3	Баланс циліндра 3: корекція палива на нижній межі	Баланс цилиндра 3: коррекция топлива на нижнем пределе
P02A4	Баланс циліндра 3: форсунка засмічена	Баланс цилиндра 3: форсунка засорена
P02A5	Баланс циліндра 3: форсунка протікає	Баланс цилиндра 3: форсунка протекает
P02A6	Баланс циліндра 4: корекція палива на верхній межі	Баланс цилиндра 4: коррекция топлива на верхнем пределе
P02A7	Баланс циліндра 4: корекція палива на нижній межі	Баланс цилиндра 4: коррекция топлива на нижнем пределе
P02A8	Баланс циліндра 4: форсунка засмічена	Баланс цилиндра 4: форсунка засорена
P02A9	Баланс циліндра 4: форсунка протікає	Баланс цилиндра 4: форсунка протекает
P02AA	Баланс циліндра 5: корекція палива на верхній межі	Баланс цилиндра 5: коррекция топлива на верхнем пределе
P02AB	Баланс циліндра 5: корекція палива на нижній межі	Баланс цилиндра 5: коррекция топлива на нижнем пределе
P02AC	Баланс циліндра 5: форсунка засмічена	Баланс цилиндра 5: форсунка засорена
P02AD	Баланс циліндра 5: форсунка протікає	Баланс цилиндра 5: форсунка протекает
P02AE	Баланс циліндра 6: корекція палива на верхній межі	Баланс цилиндра 6: коррекция топлива на верхнем пределе
P02AF	Баланс циліндра 6: корекція палива на нижній межі	Баланс цилиндра 6: коррекция топлива на нижнем пределе
P02B0	Баланс циліндра 6: форсунка засмічена	Баланс цилиндра 6: форсунка засорена
P02B1	Баланс циліндра 6: форсунка протікає	Баланс цилиндра 6: форсунка протекает
P02CC	Циліндр 1: навчання зміщення форсунки на нижній межі	Цилиндр 1: обучение смещения форсунки на нижнем пределе
P02CD	Циліндр 1: навчання зміщення форсунки на верхній межі	Цилиндр 1: обучение смещения форсунки на верхнем пределе
P02CE	Циліндр 2: навчання зміщення форсунки на нижній межі	Цилиндр 2: обучение смещения форсунки на нижнем пределе
P02CF	Циліндр 2: навчання зміщення форсунки на верхній межі	Цилиндр 2: обучение смещения форсунки на верхнем пределе
P02D0	Циліндр 3: навчання зміщення форсунки на нижній межі	Цилиндр 3: обучение смещения форсунки на нижнем пределе
P02D1	Циліндр 3: навчання зміщення форсунки на верхній межі	Цилиндр 3: обучение смещения форсунки на верхнем пределе
P02D2	Циліндр 4: навчання зміщення форсунки на нижній межі	Цилиндр 4: обучение смещения форсунки на нижнем пределе
P02D3	Циліндр 4: навчання зміщення форсунки на верхній межі	Цилиндр 4: обучение смещения форсунки на верхнем пределе
P02D4	Циліндр 5: навчання зміщення форсунки на нижній межі	Цилиндр 5: обучение смещения форсунки на нижнем пределе
P02D5	Циліндр 5: навчання зміщення форсунки на верхній межі	Цилиндр 5: обучение смещения форсунки на верхнем пределе
P02D6	Циліндр 6: навчання зміщення форсунки на нижній межі	Цилиндр 6: обучение смещения форсунки на нижнем пределе
P02D7	Циліндр 6: навчання зміщення форсунки на верхній межі	Цилиндр 6: обучение смещения форсунки на верхнем пределе
P02D9	Циліндр 7: навчання зміщення форсунки на верхній межі	Цилиндр 7: обучение смещения форсунки на верхнем пределе
P0300	Виявлено випадкові пропуски запалювання	Обнаружены случайные пропуски зажигания
P0301	Пропуски запалювання в циліндрі 1	Пропуски зажигания в цилиндре 1
P0302	Пропуски запалювання в циліндрі 2	Пропуски зажигания в цилиндре 2
P0303	Пропуски запалювання в циліндрі 3	Пропуски зажигания в цилиндре 3
P0304	Пропуски запалювання в циліндрі 4	Пропуски зажигания в цилиндре 4
P0305	Пропуски запалювання в циліндрі 5	Пропуски зажигания в цилиндре 5
P0306	Пропуски запалювання в циліндрі 6	Пропуски зажигания в цилиндре 6
P0307	Пропуски запалювання в циліндрі 7	Пропуски зажигания в цилиндре 7
P0308	Пропуски запалювання в циліндрі 8	Пропуски зажигания в цилиндре 8
P0309	Пропуски запалювання в циліндрі 9	Пропуски зажигания в цилиндре 9
P0310	Пропуски запалювання в циліндрі 10	Пропуски зажигания в цилиндре 10
P0311	Пропуски запалювання в циліндрі 11	Пропуски зажигания в цилиндре 11
P0312	Пропуски запалювання в циліндрі 12	Пропуски зажигания в цилиндре 12
P0313	Пропуски запалювання за низького рівня пального	Пропуски зажигания при низком уровне топлива
P0315	Не вивчено відхилення системи положення колінчастого вала	Не изучено отклонение системы положения коленчатого вала
P0316	Пропуски запалювання одразу після пуску	Пропуски зажигания сразу после пуска
P0320	Коло сигналу обертів двигуна системи запалювання	Цепь сигнала оборотов двигателя системы зажигания
P0324	Помилка системи керування детонацією	Ошибка системы управления детонацией
P0325	Коло датчика детонації 1	Цепь датчика детонации 1
P0326	Датчик детонації 1, діапазон або робота	Датчик детонации 1, диапазон или работа
P0327	Коло датчика детонації 1, низький рівень сигналу (ряд 1)	Цепь датчика детонации 1, низкий уровень сигнала (ряд 1)
P0328	Коло датчика детонації 1, високий рівень сигналу (ряд 1)	Цепь датчика детонации 1, высокий уровень сигнала (ряд 1)
