# Our own wording for the parameter names SDD's catalogue uses.
#
# Three tab-separated columns: the English name, then Ukrainian, then
# Russian. The English is the key and is written exactly as the catalogue
# writes it, two spaces around a hyphen included; nothing here may be
# reflowed. The translation is this project's own work (`ADR-0025`), not
# SDD's — SDD publishes the catalogue in twelve languages and none of them
# is Ukrainian, and its Russian is not used.
#
# The English a user sees still comes from the loaded library, and every
# report keeps it whatever the interface language: a report is evidence, and
# evidence does not change language. A name with no row here shows its
# English.
Driver propulsion torque request	Запит крутного моменту тяги водієм	Запрос крутящего момента тяги водителем
Driver requested torque	Запитаний водієм крутний момент	Запрошенный водителем крутящий момент
Driver selected suspension mode	Вибраний водієм режим підвіски	Выбранный водителем режим подвески
Driver's demand engine  -  Percent torque	Запит двигуна водієм — Крутний момент, %	Запрос двигателя водителем — Крутящий момент, %
Driver's door opened auto park event history  -  Number of driver's door opened auto park requests	Історія подій Auto Park при відкритті дверей водія — Кількість запитів Auto Park при відкритті дверей водія	История событий Auto Park при открытии двери водителя — Количество запросов Auto Park при открытии двери водителя
Driver's door opened auto park event history  -  Odometer reading of last driver's door opened auto park request	Історія подій Auto Park при відкритті дверей водія — Показання одометра останнього запиту Auto Park при відкритті дверей водія	История событий Auto Park при открытии двери водителя — Показание одометра последнего запроса Auto Park при открытии двери водителя
Dual battery fuse box field effect transistor  -  Voltage	Польовий транзистор блока запобіжників системи двох акумуляторів — Напруга	Полевой транзистор блока предохранителей системы двух аккумуляторов — Напряжение
Dual battery junction box  -  Passive diagnostics secondary battery connection status	Подвійний розподільний блок акумуляторних батарей — Стан підключення вторинної батареї пасивної діагностики	Двойной распределительный блок аккумуляторных батарей — Состояние подключения вторичной батареи пассивной диагностики
Dual battery junction box feedback voltage	Напруга зворотного зв’язку блока двох акумуляторів	Напряжение обратной связи блока двух аккумуляторов
Dual battery system fault information  -  Contactor 1  -  Stuck closed  -  Fault	Інформація про несправності системи двох акумуляторних батарей — Контактор 1 — Заклинило в закритому положенні — Несправність	Информация о неисправностях системы двух аккумуляторных батарей — Контактор 1 — Заклинило в закрытом положении — Неисправность
Dual battery system fault information  -  Contactor 1  -  Stuck open  -  Fault	Інформація про несправності системи двох акумуляторних батарей — Контактор 1 — Заклинило у відкритому положенні — Несправність	Информация о неисправностях системы двух аккумуляторных батарей — Контактор 1 — Заклинило в открытом положении — Неисправность
Dual battery system fault information  -  Contactor 2  -  Stuck closed  -  Fault	Інформація про несправності системи двох акумуляторних батарей — Контактор 2 — Заклинило в закритому положенні — Несправність	Информация о неисправностях системы двух аккумуляторных батарей — Контактор 2 — Заклинило в закрытом положении — Неисправность
Dual battery system fault information  -  Contactor 2  -  Stuck open  -  Fault	Інформація про несправності системи двох акумуляторних батарей — Контактор 2 — Заклинило у відкритому положенні — Несправність	Информация о неисправностях системы двух аккумуляторных батарей — Контактор 2 — Заклинило в открытом положении — Неисправность
Dual battery system fault information  -  Dual battery fuse box field effect transistor  -  Array fault	Інформація про несправності системи двох акумуляторних батарей — Польовий транзистор блока запобіжників системи двох акумуляторів — Несправність масиву	Информация о неисправностях системы двух аккумуляторных батарей — Полевой транзистор блока предохранителей системы двух аккумуляторов — Неисправность массива
Dual battery system fault information  -  Dual battery fuse box field effect transistor  -  Status fault	Інформація про несправності системи двох акумуляторних батарей — Польовий транзистор блока запобіжників системи двох акумуляторів — Несправність стану	Информация о неисправностях системы двух аккумуляторных батарей — Полевой транзистор блока предохранителей системы двух аккумуляторов — Неисправность состояния
Dual battery system fault information  -  Secondary battery  -  Fault	Інформація про несправності системи двох акумуляторних батарей — Вторинна батарея — Несправність	Информация о неисправностях системы двух аккумуляторных батарей — Вторичная батарея — Неисправность
Duty cycle main motor	Робочий цикл головного електродвигуна	Рабочий цикл главного электродвигателя
Dwelltime	Час витримки	Время выдержки
Dynamic  -  Illumination request	Динамічний — Запит підсвічування	Динамический — Запрос подсветки
Dynamic response front actuator  -  Estimated torque	Передній привід Dynamic Response — Розрахунковий крутний момент	Передний привод Dynamic Response — Расчетный крутящий момент
Dynamic response front actuator piston  -  Pressure regulating valve  -  Measured pressure	Поршень переднього приводу Dynamic Response — Клапан регулювання тиску — Виміряний тиск	Поршень переднего привода Dynamic Response — Клапан регулирования давления — Измеренное давление
Dynamic response front actuator rod  -  Pressure regulating valve  -  Measured pressure	Шток переднього приводу Dynamic Response — Клапан регулювання тиску — Виміряний тиск	Шток переднего привода Dynamic Response — Клапан регулирования давления — Измеренное давление
Dynamic response rear actuator piston  -  Pressure regulating valve  -  Measured pressure	Поршень заднього приводу Dynamic Response — Клапан регулювання тиску — Виміряний тиск	Поршень заднего привода Dynamic Response — Клапан регулирования давления — Измеренное давление
Dynamic response rear actuator rod  -  Pressure regulating valve  -  Measured pressure	Шток заднього приводу Dynamic Response — Клапан регулювання тиску — Виміряний тиск	Шток заднего привода Dynamic Response — Клапан регулирования давления — Измеренное давление
Dynamic stability control  -  Illumination request	Динамічна стабілізація — Запит підсвічування	Динамическая стабилизация — Запрос подсветки
E2 failure address - E2 address	Адреса відмови E2 — Адреса E2	Адрес отказа E2 — Адрес E2
E2 failure address - written data	Адреса відмови E2 — записані дані	Адрес отказа E2 — записанные данные
E2 program read only memory  -  Error when Aisin Warner keep-area was written	Програмна пам’ять E2 лише для читання — Помилка під час запису області зберігання Aisin Warner	Программная память E2 только для чтения — Ошибка при записи области хранения Aisin Warner
E2 program read only memory  -  Error when D2 protocol data was written	Програмна пам’ять E2 лише для читання — Помилка під час запису даних протоколу D2	Программная память E2 только для чтения — Ошибка при записи данных протокола D2
E2 program read only memory  -  Error when non volatile RAM was written	Програмна пам’ять E2 лише для читання — Помилка під час запису в енергонезалежну RAM	Программная память E2 только для чтения — Ошибка при записи в энергонезависимую RAM
E2 program read only memory  -  Error when on board diagnostics 2 (OBD2) page 1 was written	Програмна пам’ять E2 лише для читання — Помилка під час запису сторінки 1 OBD2	Программная память E2 только для чтения — Ошибка при записи страницы 1 OBD2
E2 program read only memory  -  Error when on board diagnostics 2 (OBD2) page 2 was written	Програмна пам’ять E2 лише для читання — Помилка під час запису сторінки 2 OBD2	Программная память E2 только для чтения — Ошибка при записи страницы 2 OBD2
E2 program read only memory  -  Error when writing Volvo load logging data	Програмна пам’ять E2 лише для читання — Помилка під час запису журналу навантаження Volvo	Программная память E2 только для чтения — Ошибка при записи журнала нагрузки Volvo
E2 program read only memory  -  Error when writing diagnose logging data	Програмна пам’ять E2 лише для читання — Помилка під час запису журналу діагностичних даних	Программная память E2 только для чтения — Ошибка при записи журнала диагностических данных
E2 program read only memory  -  Error when writing diagnose permanent data	Програмна пам’ять E2 лише для читання — Помилка під час запису постійних діагностичних даних	Программная память E2 только для чтения — Ошибка при записи постоянных диагностических данных
E2 program read only memory  -  Error when writing diagnostic permanent-data while in SYS_RUNNING or in SYS_RESTARTWAIT	Програмна пам’ять E2 лише для читання — Помилка запису постійних діагностичних даних у SYS_RUNNING або SYS_RESTARTWAIT	Программная память E2 только для чтения — Ошибка записи постоянных диагностических данных в SYS_RUNNING или SYS_RESTARTWAIT
ECU power supply voltage	Напруга живлення ECU	Напряжение питания ECU
ECU system flags - ABS	Системні прапорці ECU — ABS	Системные флаги ECU — ABS
ECU system flags - brake torque control	Системні прапорці ECU — керування гальмівним моментом	Системные флаги ECU — управление тормозным моментом
ECU system flags - traction control system	Системні прапорці ECU — протибуксувальна система	Системные флаги ECU — противобуксовочная система
ECU unit system flags - automatic yaw control	Системні прапорці ECU — автоматичне керування рисканням	Системные флаги ECU — автоматическое управление рысканием
Effective throttle angle	Ефективний кут дросельної заслінки	Эффективный угол дроссельной заслонки
Electric air conditioning compressor  -  Internal power device temperature	Електричний компресор кондиціонера — Внутрішня температура силового пристрою	Электрический компрессор кондиционера — Внутренняя температура силового устройства
Electric air conditioning compressor  -  Status	Електричний компресор кондиціонера — Стан	Электрический компрессор кондиционера — Состояние
Electric fan pulse width modulation control  -  Commanded	PWM-керування електричним вентилятором — Задане	PWM-управление электрическим вентилятором — Заданное
Electric heater current	Струм електричного нагрівача	Ток электрического нагревателя
Electric heater maximum current  -  Commanded	Максимальний струм електричного нагрівача — Задане	Максимальный ток электрического нагревателя — Заданное
Electric hydraulic pump  -  Motor current	Електрогідравлічний насос — Струм електродвигуна	Электрогидравлический насос — Ток электродвигателя
Electric parking brake system status  -  Apply switch active	Стан системи електричного стоянкового гальма — Вимикач затягування активний	Состояние системы электрического стояночного тормоза — Выключатель затягивания активен
Electric parking brake system status  -  Electric parking brake is not calibrated	Стан системи електричного стоянкового гальма — Електричне стоянкове гальмо не відкаліброване	Состояние системы электрического стояночного тормоза — Электрический стояночный тормоз не откалиброван
Electric parking brake system status  -  High current battery sense	Стан системи електричного стоянкового гальма — Контроль високого струму батареї	Состояние системы электрического стояночного тормоза — Контроль высокого тока батареи
Electric parking brake system status  -  Ignition plausibility status	Стан системи електричного стоянкового гальма — Стан достовірності запалювання	Состояние системы электрического стояночного тормоза — Состояние достоверности зажигания
Electric parking brake system status  -  Motor applying	Стан системи електричного стоянкового гальма — Електродвигун затягує	Состояние системы электрического стояночного тормоза — Электродвигатель затягивает
Electric parking brake system status  -  Release switch active	Стан системи електричного стоянкового гальма — Вимикач відпускання активний	Состояние системы электрического стояночного тормоза — Выключатель отпускания активен
Electric parking brake system status  - motor applying	Стан системи електричного стоянкового гальма — електродвигун затягує	Состояние системы электрического стояночного тормоза — электродвигатель затягивает
Electric parking brake system status - brake switch active	Стан системи електричного стоянкового гальма — вимикач гальма активний	Состояние системы электрического стояночного тормоза — выключатель тормоза активен
Electric parking brake system status - default high speed dynamic mode	Стан системи електричного стоянкового гальма — динамічний режим високої швидкості за замовчуванням	Состояние системы электрического стояночного тормоза — динамический режим высокой скорости по умолчанию
Electric parking brake system status - dynamically applied	Стан системи електричного стоянкового гальма — динамічно застосовано	Состояние системы электрического стояночного тормоза — динамически применен
Electric parking brake system status - fully applied	Стан системи електричного стоянкового гальма — повністю затягнуто	Состояние системы электрического стояночного тормоза — полностью затянут
Electric parking brake system status - fully released	Стан системи електричного стоянкового гальма — повністю відпущено	Состояние системы электрического стояночного тормоза — полностью отпущен
Electric parking brake system status - hall signal active	Стан системи електричного стоянкового гальма — сигнал Холла активний	Состояние системы электрического стояночного тормоза — сигнал Холла активен
Electric parking brake system status - high current battery sense present	Стан системи електричного стоянкового гальма — присутній контроль високого струму батареї	Состояние системы электрического стояночного тормоза — присутствует контроль высокого тока батареи
Electric parking brake system status - high speed dynamic mode	Стан системи електричного стоянкового гальма — динамічний режим високої швидкості	Состояние системы электрического стояночного тормоза — динамический режим высокой скорости
Electric parking brake system status - ignition voltage present	Стан системи електричного стоянкового гальма — напруга запалювання присутня	Состояние системы электрического стояночного тормоза — напряжение зажигания присутствует
Electric parking brake system status - initial power up manual apply has not been performed	Стан системи електричного стоянкового гальма — ручне затягування після першого ввімкнення живлення не виконано	Состояние системы электрического стояночного тормоза — ручное затягивание после первого включения питания не выполнено
Electric parking brake system status - low speed dynamic mode	Стан системи електричного стоянкового гальма — динамічний режим низької швидкості	Состояние системы электрического стояночного тормоза — динамический режим низкой скорости
Electric parking brake system status - motor releasing	Стан системи електричного стоянкового гальма — електродвигун відпускає	Состояние системы электрического стояночного тормоза — электродвигатель отпускает
Electric parking brake system status - partially applied	Стан системи електричного стоянкового гальма — частково затягнуто	Состояние системы электрического стояночного тормоза — частично затянут
Electric parking brake system status - primary apply switch active	Стан системи електричного стоянкового гальма — основний вимикач затягування активний	Состояние системы электрического стояночного тормоза — основной выключатель затягивания активен
Electric parking brake system status - primary release switch active	Стан системи електричного стоянкового гальма — основний вимикач відпускання активний	Состояние системы электрического стояночного тормоза — основной выключатель отпускания активен
Electric parking brake system status - secondary apply switch active	Стан системи електричного стоянкового гальма — вторинний вимикач затягування активний	Состояние системы электрического стояночного тормоза — вторичный выключатель затягивания активен
Electric parking brake system status - secondary release switch active	Стан системи електричного стоянкового гальма — вторинний вимикач відпускання активний	Состояние системы электрического стояночного тормоза — вторичный выключатель отпускания активен
Electric parking brake system status - static mode	Стан системи електричного стоянкового гальма — статичний режим	Состояние системы электрического стояночного тормоза — статический режим
Electric steering column lock authorisation	Дозвіл електронного блокування рульової колонки	Разрешение электронной блокировки рулевой колонки
Electric thermostat heater  -  Control duty cycle	Нагрівач електронного термостата — Робочий цикл керування	Нагреватель электронного термостата — Рабочий цикл управления
Electrically erasable programable read only memory  -  Write status	Електрично стирана програмована пам’ять лише для читання — Стан запису	Электрически стираемая программируемая память только для чтения — Состояние записи
Electrically eraseable programmable read only memory write errors  -  Error when Aisin Warner keep-area was written	Помилки запису електрично стираної програмованої пам’яті лише для читання — Помилка під час запису області зберігання Aisin Warner	Ошибки записи электрически стираемой программируемой памяти только для чтения — Ошибка при записи области хранения Aisin Warner
Electrically eraseable programmable read only memory write errors  -  Error when Aisin Warner learn-area was written	Помилки запису електрично стираної програмованої пам’яті лише для читання — Помилка під час запису області навчання Aisin Warner	Ошибки записи электрически стираемой программируемой памяти только для чтения — Ошибка при записи области обучения Aisin Warner
Electrically eraseable programmable read only memory write errors  -  Error when Aisin Warner plant-area was written	Помилки запису електрично стираної програмованої пам’яті лише для читання — Помилка під час запису заводської області Aisin Warner	Ошибки записи электрически стираемой программируемой памяти только для чтения — Ошибка при записи заводской области Aisin Warner
Electrically eraseable programmable read only memory write errors  -  Error when D2 data was written	Помилки запису електрично стираної програмованої пам’яті лише для читання — Помилка під час запису даних D2	Ошибки записи электрически стираемой программируемой памяти только для чтения — Ошибка при записи данных D2
Electrically eraseable programmable read only memory write errors  -  Error when non volatile RAM was written	Помилки запису електрично стираної програмованої пам’яті лише для читання — Помилка під час запису в енергонезалежну RAM	Ошибки записи электрически стираемой программируемой памяти только для чтения — Ошибка при записи в энергонезависимую RAM
Electrically eraseable programmable read only memory write errors  -  Error when on-board diagnostics II page 1 was written	Помилки запису електрично стираної програмованої пам’яті лише для читання — Помилка під час запису сторінки 1 OBD II	Ошибки записи электрически стираемой программируемой памяти только для чтения — Ошибка при записи страницы 1 OBD II
Electrically eraseable programmable read only memory write errors  -  Error when on-board diagnostics II page 2 was written	Помилки запису електрично стираної програмованої пам’яті лише для читання — Помилка під час запису сторінки 2 OBD II	Ошибки записи электрически стираемой программируемой памяти только для чтения — Ошибка при записи страницы 2 OBD II
Electrically eraseable programmable read only memory write errors  -  Error when writing Aisin Warner fail-data	Помилки запису електрично стираної програмованої пам’яті лише для читання — Помилка під час запису даних відмови Aisin Warner	Ошибки записи электрически стираемой программируемой памяти только для чтения — Ошибка при записи данных отказа Aisin Warner
Electrically eraseable programmable read only memory write errors  -  Error when writing Volvo load logging data	Помилки запису електрично стираної програмованої пам’яті лише для читання — Помилка під час запису журналу навантаження Volvo	Ошибки записи электрически стираемой программируемой памяти только для чтения — Ошибка при записи журнала нагрузки Volvo
Electrically eraseable programmable read only memory write errors  -  Error when writing diagnose logging data	Помилки запису електрично стираної програмованої пам’яті лише для читання — Помилка під час запису журналу діагностичних даних	Ошибки записи электрически стираемой программируемой памяти только для чтения — Ошибка при записи журнала диагностических данных
Electrically eraseable programmable read only memory write errors  -  Error when writing diagnose permanent data	Помилки запису електрично стираної програмованої пам’яті лише для читання — Помилка під час запису постійних діагностичних даних	Ошибки записи электрически стираемой программируемой памяти только для чтения — Ошибка при записи постоянных диагностических данных
Electrically eraseable programmable read only memory write errors  -  Error when writing diagnose-permanent-data while running or system restart mode	Помилки запису електрично стираної програмованої пам’яті лише для читання — Помилка під час запису постійних діагностичних даних під час роботи або перезапуску системи	Ошибки записи электрически стираемой программируемой памяти только для чтения — Ошибка при записи постоянных диагностических данных во время работы или перезапуска системы
Electrically eraseable programmable read only memory write errors  -  Error when writng system operation page	Помилки запису електрично стираної програмованої пам’яті лише для читання — Помилка під час запису сторінки роботи системи	Ошибки записи электрически стираемой программируемой памяти только для чтения — Ошибка при записи страницы работы системы
Electronic control module digital board temperature	Температура цифрової плати електронного модуля керування	Температура цифровой платы электронного модуля управления
Electronic control module internal temperature  -  Switch mode power supply	Внутрішня температура електронного модуля керування — Імпульсне джерело живлення	Внутренняя температура электронного модуля управления — Импульсный источник питания
Electronic control module temperature	Температура електронного модуля керування	Температура электронного модуля управления
Electronic control unit core assembly number	Номер основної збірки ECU	Номер основной сборки ECU
Electronic control unit disconnect state	Стан відключення ECU	Состояние отключения ECU
Electronic control unit internal error	Внутрішня помилка ECU	Внутренняя ошибка ECU
Electronic control unit internal temperature 'B'	Внутрішня температура ECU 'B'	Внутренняя температура ECU 'B'
Electronic control unit internal temperature 'C'	Внутрішня температура ECU 'C'	Внутренняя температура ECU 'C'
Electronic data service number fault source	Джерело несправності номера електронної служби даних	Источник неисправности номера электронной службы данных
Electronic fuel pump	Електронний паливний насос	Электронный топливный насос
Electronic steering column lock control module  -  Switched ground fault counter	Модуль керування електронним блокуванням рульової колонки — Лічильник несправності комутованої маси	Модуль управления электронной блокировкой рулевой колонки — Счетчик неисправности коммутируемой массы
Electronic transmission sensor  -  Voltage	Електронний датчик трансмісії — Напруга	Электронный датчик трансмиссии — Напряжение
Element impedance smoothing value  -  Bank 1	Згладжене значення імпедансу елемента — Банк 1	Сглаженное значение импеданса элемента — Банк 1
Element impedance smoothing value  -  Bank 2	Згладжене значення імпедансу елемента — Банк 2	Сглаженное значение импеданса элемента — Банк 2
Enable status of continuous monitors this monitoring cycle:	Стан дозволу безперервних моніторів у цьому циклі моніторингу:	Состояние разрешения непрерывных мониторов в этом цикле мониторинга:
Enable status of non-continuous monitors this monitoring cycle:	Стан дозволу непостійних моніторів у цьому циклі моніторингу:	Состояние разрешения непостоянных мониторов в этом цикле мониторинга:
Engine RPM	RPM двигуна	RPM двигателя
Engine control module  -  Engine speed	Модуль керування двигуном — Частота обертання двигуна	Модуль управления двигателем — Частота вращения двигателя
Engine control module temperature  -  Raw value	Температура модуля керування двигуном — Необроблене значення	Температура модуля управления двигателем — Необработанное значение
Engine control unit system flags  -  ABS	Системні прапорці блока керування двигуном — ABS	Системные флаги блока управления двигателем — ABS
Engine control unit system flags  -  Active yaw control	Системні прапорці блока керування двигуном — Активне керування рисканням	Системные флаги блока управления двигателем — Активное управление рысканием
Engine control unit system flags  -  Brake traction control system	Системні прапорці блока керування двигуном — Гальмівна протибуксувальна система	Системные флаги блока управления двигателем — Тормозная противобуксовочная система
Engine control unit system flags  -  Hill descent control	Системні прапорці блока керування двигуном — Система допомоги під час спуску зі схилу	Системные флаги блока управления двигателем — Система помощи при спуске с уклона
Engine control unit system flags  -  Roll stability control	Системні прапорці блока керування двигуном — Система контролю крену	Системные флаги блока управления двигателем — Система контроля крена
Engine control unit system flags  -  Traction control system	Системні прапорці блока керування двигуном — Протибуксувальна система	Системные флаги блока управления двигателем — Противобуксовочная система
Engine coolant temperature	Температура охолоджувальної рідини двигуна	Температура охлаждающей жидкости двигателя
Engine coolant temperature  -  Sensor 1  -  Supported	Температура охолоджувальної рідини двигуна — Датчик 1 — Підтримується	Температура охлаждающей жидкости двигателя — Датчик 1 — Поддерживается
Engine coolant temperature  -  Sensor 2  -  Supported	Температура охолоджувальної рідини двигуна — Датчик 2 — Підтримується	Температура охлаждающей жидкости двигателя — Датчик 2 — Поддерживается
Engine coolant temperature  -  Sensor 2 voltage	Температура охолоджувальної рідини двигуна — Напруга датчика 2	Температура охлаждающей жидкости двигателя — Напряжение датчика 2
Engine coolant temperature  -  Temperature 1	Температура охолоджувальної рідини двигуна — Температура 1	Температура охлаждающей жидкости двигателя — Температура 1
Engine coolant temperature  -  Temperature 2	Температура охолоджувальної рідини двигуна — Температура 2	Температура охлаждающей жидкости двигателя — Температура 2
Engine coolant temperature 2	Температура охолоджувальної рідини двигуна 2	Температура охлаждающей жидкости двигателя 2
Engine coolant temperature at start	Температура охолоджувальної рідини під час запуску	Температура охлаждающей жидкости при запуске
Engine coolant temperature sensor voltage	Напруга датчика температури охолоджувальної рідини двигуна	Напряжение датчика температуры охлаждающей жидкости двигателя
Engine cooling fan speed  -  Desired	Швидкість вентилятора охолодження двигуна — Бажане	Скорость вентилятора охлаждения двигателя — Желаемое
Engine crank determination factors  -  Brake pressure ok status	Фактори визначення прокручування двигуна — Стан норми тиску гальмівної системи	Факторы определения прокрутки двигателя — Состояние нормы давления тормозной системы
Engine crank determination factors  -  Challenge response transmitted	Фактори визначення прокручування двигуна — Відповідь challenge передано	Факторы определения прокрутки двигателя — Ответ challenge передан
Engine crank determination factors  -  Clutch bottom of travel switch	Фактори визначення прокручування двигуна — Вимикач нижнього положення педалі зчеплення	Факторы определения прокрутки двигателя — Выключатель нижнего положения педали сцепления
Engine crank determination factors  -  Clutch top of travel switch	Фактори визначення прокручування двигуна — Вимикач верхнього положення педалі зчеплення	Факторы определения прокрутки двигателя — Выключатель верхнего положения педали сцепления
Engine crank determination factors  -  Key status valid	Фактори визначення прокручування двигуна — Стан ключа дійсний	Факторы определения прокрутки двигателя — Состояние ключа действительно
Engine crank determination factors  -  Target identifier verified	Фактори визначення прокручування двигуна — Цільовий ідентифікатор перевірено	Факторы определения прокрутки двигателя — Целевой идентификатор проверен
Engine crank determination factors  -  Target security identifier	Фактори визначення прокручування двигуна — Цільовий ідентифікатор безпеки	Факторы определения прокрутки двигателя — Целевой идентификатор безопасности
